run_set,source_summary_csv,config_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,n_seeds,seeds,test_primary_mean,test_primary_std,test_accuracy_mean,test_accuracy_std,val_primary_mean,val_primary_std,val_accuracy_mean,val_accuracy_std,train_primary_mean,train_primary_std,train_accuracy_mean,train_accuracy_std,complete,missing_seeds,notes
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,12,12,3,"42,101,102",20.261438,4.081698,55.392157,0.849044,19.607843,3.396178,54.738562,0.748787,27.81457,7.521733,56.015453,2.893011,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,24,24,3,"42,101,102",50.980392,1.960784,66.339869,5.030982,52.941177,3.396178,69.444444,1.132059,94.701987,4.775565,93.432671,4.267329,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,38,38,3,"42,101,102",59.477124,7.924415,73.366013,3.613291,59.477124,6.886049,75.653595,2.872287,80.794702,19.205298,86.754967,11.880221,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,48,48,3,"42,101,102",54.901961,5.187748,72.54902,0.980393,56.862745,3.396178,73.856209,1.721512,83.88521,14.162485,85.430464,9.198805,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,10,10,3,"42,101,102",7.843137,5.882353,50.326797,0.283015,11.764706,1.960784,50.653595,0.283015,13.245033,7.163347,50,0.286764,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,20,20,3,"42,101,102",12.418301,2.995148,49.673203,0.283015,13.071895,8.841666,51.470588,0.849044,17.218543,2.387783,49.944812,0.095588,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,30,30,3,"42,101,102",52.941176,3.396178,73.039216,0.980392,61.437908,4.528238,76.960784,2.246361,90.949227,12.847227,90.452539,7.582227,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,40,40,3,"42,101,102",64.705883,12.245094,78.267974,5.241508,59.477124,4.934532,76.797386,2.69979,93.598234,10.51987,95.695364,6.751639,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,16,16,3,"42,101,102",60.130719,5.660297,77.777778,2.41808,62.745098,5.187748,78.594771,0.56603,94.922737,4.69841,94.370861,2.602025,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,24,24,3,"42,101,102",62.745098,1.960784,75.980392,2.729296,60.130719,4.528237,77.124183,1.57576,89.183223,17.017849,92.108168,8.980676,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,32,32,3,"42,101,102",52.941176,0,71.732026,1.497574,57.51634,2.995148,72.875817,1.020424,70.419426,7.294795,80.353201,3.151499,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,8,8,3,"42,101,102",13.071896,2.995147,48.366013,2.040849,14.379085,4.528237,55.06536,1.57576,16.777042,2.757174,50.662252,0.286763,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,16,16,3,"42,101,102",55.555556,1.132059,72.385621,4.111028,54.901961,7.069708,75.816993,1.981104,88.962473,17.982703,92.660044,11.29029,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,24,24,3,"42,101,102",73.202614,4.081698,81.045752,0.283015,73.856209,1.132059,80.555556,0.748787,99.116998,0.382351,98.233996,0.532211,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,32,32,3,"42,101,102",41.176471,1.960785,60.620915,1.855852,47.058824,1.960785,65.849673,1.415075,100,0,96.412803,4.286556,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,8,8,3,"42,101,102",15.686274,3.396178,51.143791,0.283015,15.03268,4.528237,51.470588,0.490196,26.048565,11.088184,50.883002,0.416657,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,10,10,3,"42,101,102",25.490196,7.069708,50.980392,0,15.686275,1.960785,50.816993,0.56603,38.631346,4.69841,51.269316,0.53221,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,20,20,3,"42,101,102",43.137255,16.98089,58.496732,12.209065,44.444444,12.452653,59.96732,12.169638,62.693157,26.591967,66.445916,22.176986,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,30,30,3,"42,101,102",30.065359,7.42341,50.490196,0.980392,22.875817,4.081698,52.287581,0.283015,35.98234,14.589591,51.379691,0.344647,true,,
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_summary.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,40,40,3,"42,101,102",37.254902,3.396178,51.633987,1.415074,24.183006,4.081698,52.45098,0.849044,50.110376,9.015708,52.428256,2.13527,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,12,12,3,"42,101,102",31.372549,1.960784,51.960784,0.849044,40.522876,2.264119,61.27451,0.490196,49.668874,1.324503,71.081678,1.699206,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,18,18,3,"42,101,102",35.294118,1.960785,54.411765,0.849044,35.294118,5.187748,54.738562,0.748787,42.163355,2.128841,54.525386,1.338229,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,24,24,3,"42,101,102",48.366013,5.990295,56.372549,3.431373,33.333333,5.882353,57.026144,0.748787,46.578367,2.128841,57.174393,1.989053,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,6,6,3,"42,101,102",26.143791,1.132059,54.411765,1.296937,25.490196,1.960784,56.862745,0,44.591612,1.378587,62.85872,3.754788,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",33.333333,1.960785,58.66013,0.56603,43.79085,4.934533,63.72549,0,90.286976,16.823452,92.99117,11.996554,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",50.326797,2.995147,64.379085,0.283015,50.326797,1.132059,66.503268,0.748787,87.637969,7.294795,89.072847,3.197551,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",44.444444,4.934533,53.431373,2.136715,37.254902,5.187748,55.718954,1.57576,51.214128,2.325751,57.450331,0.876077,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",26.797386,4.081698,52.941176,0.490197,16.993464,7.42341,54.084967,1.020425,30.905077,5.058031,53.03532,0.344646,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_12,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,12,12,3,"42,101,102",25.490196,0,51.633987,2.210417,35.947713,1.132059,54.901961,0.490196,45.033113,0.662252,55.573951,1.831199,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_18,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,18,18,3,"42,101,102",44.444444,1.132059,61.27451,0.490196,35.294118,0,59.150326,0.283015,55.408388,1.66663,72.019867,1.471556,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_24,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,24,24,3,"42,101,102",26.797385,1.132059,56.045752,1.855852,30.718954,2.995148,57.026144,0.748787,59.8234,9.184391,67.99117,11.187856,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_6,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,6,6,3,"42,101,102",22.875817,4.934532,50.490196,1.296937,18.954249,7.924415,52.45098,1.296937,29.580574,5.514347,52.09713,0.532211,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_12,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",38.562092,2.995147,59.640523,1.981104,45.751634,2.264119,62.745098,1.296937,98.233995,1.011606,87.417219,5.259066,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_18,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",51.633987,2.995148,58.333333,0.490196,36.601307,2.995148,65.03268,0.748787,98.675497,0.662252,90.1766,4.559248,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_24,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",32.679738,1.132059,58.66013,0.283015,35.294118,5.187747,59.96732,0.748787,100,0,97.958058,0.955878,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_6,IntPhys2,intphys2,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",13.72549,3.921569,50.163399,0.283015,16.339869,4.081698,51.307189,0.748787,23.178808,6.069637,50.386314,0.252902,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__linear__layer_12,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,12,12,3,"42,101,102",35.947713,1.132059,54.738562,1.020424,32.026144,4.081698,58.823529,0.490196,77.704194,7.732574,80.684327,2.981665,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__linear__layer_18,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,18,18,3,"42,101,102",50.326797,1.132059,63.071895,1.020424,42.48366,2.264118,66.176471,0,83.443709,1.986755,78.807947,5.100305,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__linear__layer_24,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,24,24,3,"42,101,102",33.986928,2.264119,55.718954,1.855852,28.104575,1.13206,57.679738,0.56603,61.810155,3.129679,68.92936,6.476734,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__linear__layer_6,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,6,6,3,"42,101,102",21.568627,8.54686,51.470588,0.980392,15.03268,4.081698,51.633987,0.748787,31.78808,6.069637,51.710817,1.388493,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_12,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",30.065359,2.995147,56.045752,1.855852,32.679738,1.132059,61.27451,0.849044,99.558499,0.382351,98.399558,1.162876,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_18,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",52.287582,2.995147,64.869281,0.283015,43.79085,1.132059,68.137255,0.490196,98.013245,2.294107,98.068433,1.42743,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_24,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",35.947713,1.132059,59.313725,1.296937,31.372549,3.396178,61.601307,0.283015,93.156733,6.95627,92.604857,4.850551,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_6,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",21.568627,1.960785,51.633987,1.132059,15.686275,3.921569,51.633987,0.283015,26.931567,5.514347,50.993377,0.86029,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__linear__layer_12,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,Linear,linear,12,12,3,"42,101,102",16.993464,1.132059,50.816993,1.855852,18.300653,4.081698,52.941176,0.490197,27.373068,11.167011,51.710817,1.573573,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__linear__layer_18,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,Linear,linear,18,18,3,"42,101,102",35.947712,9.266305,53.75817,1.13206,34.640523,1.13206,58.823529,1.767427,41.280353,5.709721,58.940398,3.956226,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__linear__layer_24,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,Linear,linear,24,24,3,"42,101,102",36.601307,2.264118,54.411765,1.698089,31.372549,3.921569,59.150327,0.748787,52.09713,2.128841,70.80574,2.732206,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__linear__layer_6,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,Linear,linear,6,6,3,"42,101,102",15.686275,1.960785,49.509804,0.849044,16.993464,1.132059,51.797385,0.283015,7.505519,2.507244,50.386314,0.191176,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_12,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",36.601307,2.264118,59.150327,2.040849,30.718954,2.995148,59.477124,0.748787,93.598234,5.972516,91.83223,5.496921,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_18,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",42.48366,2.264118,57.352941,0.849044,41.830065,2.264119,60.947713,0.56603,66.887417,3.687261,79.028698,2.296098,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_24,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",40.522876,2.995148,60.947712,1.855853,33.986928,2.264119,64.052287,0.56603,97.130243,2.676458,94.039735,1.579369,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_6,IntPhys2,intphys2,same_L,VideoMAE,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",24.836601,4.081698,54.084968,0.748787,10.457516,2.264119,53.267974,0.283015,45.253863,18.990963,57.836645,5.58105,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_12,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,12,12,3,"42,101,102",42.48366,5.990295,51.960784,0.980392,35.947712,2.264119,57.679738,0.748787,49.006622,1.752153,57.836644,2.655896,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_18,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,18,18,3,"42,101,102",32.026144,2.995148,56.20915,2.699789,43.137255,5.187748,60.620915,1.020424,58.498896,11.206216,61.092715,6.727235,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_24,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,24,24,3,"42,101,102",28.75817,4.934532,55.228758,1.497574,34.640523,2.995148,59.803922,0.849045,67.99117,8.411726,81.953642,6.465439,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_6,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,6,6,3,"42,101,102",15.686275,1.960785,49.836601,1.233633,11.111111,2.995148,51.143791,0.283015,13.686534,2.507244,50.772627,0.669114,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_12,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",50.326797,2.995147,59.477124,3.546166,38.562092,2.264119,60.457517,0.748787,79.028697,17.425317,86.037528,7.616494,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_18,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",35.947713,1.132059,60.620915,0.56603,48.366013,2.264118,62.745098,0.490196,98.454746,1.529404,96.633554,1.051466,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_24,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",31.372549,3.396178,56.372549,0.980392,32.679739,4.081698,58.986928,0.748787,73.068432,10.928825,76.379691,4.747741,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_6,IntPhys2,intphys2,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",24.183006,4.081698,50.653595,0.748787,9.150327,4.081698,52.287581,0.283015,17.439294,3.058809,50.331126,0.496689,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__linear__layer_12,MVP,mvp,same_L,V-JEPA,ViT-L/16,Linear,linear,12,12,3,"42,101,102",42.433434,1.149897,66.53185,0.463354,42.096394,0.382804,66.683519,0.175132,47.858348,1.197658,70.657673,0.315034,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__linear__layer_18,MVP,mvp,same_L,V-JEPA,ViT-L/16,Linear,linear,18,18,3,"42,101,102",46.916077,0.364565,69.09336,0.423989,49.578699,0.382805,70.00337,0.029189,59.539067,0.69229,77.172569,0.434649,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__linear__layer_24,MVP,mvp,same_L,V-JEPA,ViT-L/16,Linear,linear,24,24,3,"42,101,102",43.14122,2.481545,67.947422,0.661107,45.871251,1.256127,69.396697,0.029189,50.590219,2.259697,72.467679,0.76284,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__linear__layer_6,MVP,mvp,same_L,V-JEPA,ViT-L/16,Linear,linear,6,6,3,"42,101,102",40.512302,0.116754,65.234243,0.058377,41.523424,0.609476,66.144253,0.029189,48.903879,0.202361,71.270377,0.268935,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__mlp__layer_12,MVP,mvp,same_L,V-JEPA,ViT-L/16,MLP,mlp,12,12,3,"42,101,102",66.970003,1.109166,81.378497,0.526205,70.475228,0.350263,83.788338,0.105241,98.527262,0.843395,99.263631,0.421698,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__mlp__layer_18,MVP,mvp,same_L,V-JEPA,ViT-L/16,MLP,mlp,18,18,3,"42,101,102",83.181665,0.477838,90.984159,0.154451,83.923155,0.615042,91.439164,0.379452,99.808881,0.152082,99.904441,0.076041,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__mlp__layer_24,MVP,mvp,same_L,V-JEPA,ViT-L/16,MLP,mlp,24,24,3,"42,101,102",77.890125,0.961009,88.001348,0.63212,80.754971,0.45594,89.821368,0.077226,99.584036,0.051518,99.792018,0.02576,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v1__vitl16_224__mlp__layer_6,MVP,mvp,same_L,V-JEPA,ViT-L/16,MLP,mlp,6,6,3,"42,101,102",60.566229,0.615041,78.041793,0.238919,62.925514,0.154451,79.558477,0.249387,94.525014,1.383348,97.234401,0.699984,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_12,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,12,12,3,"42,101,102",40.141557,0.707786,65.672396,0.353893,42.06269,0.404449,65.874621,0.151669,50.039348,1.096165,72.197864,0.531755,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_18,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,18,18,3,"42,101,102",43.579373,0.440738,66.53185,0.331518,47.084597,0.498775,68.655207,0,52.703766,0.954733,73.114109,0.652536,true,,
same_l_linear_mlp,results/seed_runs/layerwise_same_l_linear_mlp_seed_summary.csv,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_24,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,24,24,3,"42,101,102",44.556791,0.498775,67.711493,0.233509,46.747557,0.498775,68.907988,0.133759,53.704328,1.098238,73.546936,0.664841,true,,
