dataset,experiment,model,backbone,probe,probe_layer,excel_layer,selected_slot,layer_label,config_status,lr,weight_decay,batch_size,eval_batch_size,epochs,early_stopping_enabled,early_stopping_patience,feature_view,mlp_hidden_dims,mlp_dropout,temporal_num_heads,temporal_num_self_attn_blocks,temporal_mlp_ratio,temporal_dropout,best_trial,n_trials,config_id,config_source,evidence_path,notes,has_lr,has_optuna_winner,has_config_json,config_availability
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,13,13,13,noise_0.7_block_12,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_13,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,14,14,14,noise_0.7_block_24,VERIFIED_FULL,2.7207248059486677e-05,8.64403589520682e-06,32.0,,50.0,True,5.0,pooled,[512],0.3387821809211412,,,,,8.0,20.0,intphys2__ltx_video__mlp__slot_14,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,15,15,15,noise_0.7_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_15,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,16,16,16,noise_0.7_block_48,VERIFIED_FULL,1.033285556962607e-05,1.9715055759651984e-06,64.0,,50.0,True,5.0,pooled,[256],0.102479397189921,,,,,19.0,20.0,intphys2__ltx_video__mlp__slot_16,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,17,17,17,noise_0.6_block_12,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_17,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,18,18,18,noise_0.6_block_24,VERIFIED_FULL,0.0006227253081323,0.0074617492378959,64.0,,2000.0,True,5.0,pooled,[256],0.0020352585611516,,,,,17.0,20.0,intphys2__ltx_video__mlp__slot_18,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,19,19,19,noise_0.6_block_36,VERIFIED_FULL,2.7207248059486677e-05,8.64403589520682e-06,32.0,,50.0,True,5.0,pooled,[512],0.3387821809211412,,,,,8.0,20.0,intphys2__ltx_video__mlp__slot_19,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,20,20,20,noise_0.6_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_20,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,21,21,21,noise_0.5_block_12,VERIFIED_FULL,2.7207248059486677e-05,8.64403589520682e-06,32.0,,50.0,True,5.0,pooled,[512],0.3387821809211412,,,,,8.0,20.0,intphys2__ltx_video__mlp__slot_21,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,22,22,22,noise_0.5_block_24,VERIFIED_FULL,2.7207248059486677e-05,8.64403589520682e-06,32.0,,50.0,True,5.0,pooled,[512],0.3387821809211412,,,,,8.0,20.0,intphys2__ltx_video__mlp__slot_22,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,23,23,23,noise_0.5_block_36,VERIFIED_FULL,0.0002980520847202,6.959325518689239e-05,64.0,,50.0,True,5.0,pooled,"[512,256]",0.0817767951328333,,,,,18.0,20.0,intphys2__ltx_video__mlp__slot_23,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,24,24,24,noise_0.5_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_24,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,25,25,25,noise_0.4_block_12,VERIFIED_FULL,4.96371046691712e-05,4.78570419845307e-07,256.0,,20.0,True,5.0,pooled,[1024],0.3007240387643267,,,,,15.0,20.0,intphys2__ltx_video__mlp__slot_25,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,26,26,26,noise_0.4_block_24,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_26,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,27,27,27,noise_0.4_block_36,VERIFIED_FULL,2.968660430757744e-05,1.1073617768597933e-07,32.0,,100.0,True,5.0,pooled,[512],0.4501945220447684,,,,,16.0,20.0,intphys2__ltx_video__mlp__slot_27,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,28,28,28,noise_0.4_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_28,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,29,29,29,noise_0.3_block_12,VERIFIED_FULL,0.0002438000325496,0.0003286662534399,64.0,,2000.0,True,5.0,pooled,[256],0.1535740191949437,,,,,12.0,20.0,intphys2__ltx_video__mlp__slot_29,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,30,30,30,noise_0.3_block_24,VERIFIED_FULL,0.0011290133559092,4.374364439939069e-06,256.0,,50.0,True,5.0,pooled,[256],0.0442462510259597,,,,,2.0,20.0,intphys2__ltx_video__mlp__slot_30,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,31,31,31,noise_0.3_block_36,VERIFIED_FULL,0.0003492823457114,7.619436507678932e-07,32.0,,100.0,True,5.0,pooled,[1024],0.2329771165387378,,,,,11.0,20.0,intphys2__ltx_video__mlp__slot_31,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,32,32,32,noise_0.3_block_48,VERIFIED_FULL,0.0001253713585244,0.0093362436049503,128.0,,2000.0,True,5.0,pooled,"[1024,512,1024]",0.1638223975289627,,,,,12.0,20.0,intphys2__ltx_video__mlp__slot_32,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,33,33,33,noise_0.2_block_12,VERIFIED_FULL,1.1137414908293512e-05,7.042780455130713e-07,256.0,,100.0,True,5.0,pooled,"[512,256]",0.121293422853583,,,,,11.0,20.0,intphys2__ltx_video__mlp__slot_33,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,34,34,34,noise_0.2_block_24,VERIFIED_FULL,0.0020597335357437,2.7814285643757443e-08,128.0,,1000.0,True,5.0,pooled,[256],0.3854835899772805,,,,,4.0,20.0,intphys2__ltx_video__mlp__slot_34,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,35,35,35,noise_0.2_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_35,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,36,36,36,noise_0.2_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_36,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,37,37,37,noise_0.1_block_12,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_37,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,38,38,38,noise_0.1_block_24,VERIFIED_FULL,1.1948996969395558e-05,1.6936178609266271e-06,32.0,,100.0,True,5.0,pooled,"[512,256]",0.2614894534332407,,,,,17.0,20.0,intphys2__ltx_video__mlp__slot_38,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,39,39,39,noise_0.1_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_39,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,40,40,40,noise_0.1_block_48,VERIFIED_FULL,0.0028684736295935,0.0018256744393096,64.0,,50.0,True,5.0,pooled,"[512,256]",0.4348867135267744,,,,,19.0,20.0,intphys2__ltx_video__mlp__slot_40,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Attentive,34,34,34,34,VERIFIED_FULL,1e-05,0.01,1.0,1.0,90.0,True,20.0,tokens,,,16.0,1.0,2.0,0.2,,,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_34,local train_eval_summary.json,different_backbone_ablation/ltx_2b/intphys2/attentive/intphys2_probe_temporal_attn_ltx_video_ltxv_2b_0_9_8_distilled_ep90_pat20_h100_lr_matrix/train_eval_summary.json,Full attentive config recovered from local train_eval_summary.json; LR also matches current Excel Selected LR.,True,False,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Attentive,36,36,36,36,VERIFIED_FULL,1e-05,0.01,1.0,1.0,90.0,True,20.0,tokens,,,16.0,1.0,2.0,0.2,,,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_36,local train_eval_summary.json,different_backbone_ablation/ltx_2b/intphys2/attentive/intphys2_probe_temporal_attn_ltx_video_ltxv_2b_0_9_8_distilled_ep90_pat20_h100_lr_matrix/train_eval_summary.json,Full attentive config recovered from local train_eval_summary.json; LR also matches current Excel Selected LR.,True,False,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Attentive,38,38,38,38,VERIFIED_FULL,0.0001,0.01,1.0,1.0,90.0,True,20.0,tokens,,,16.0,1.0,2.0,0.2,,,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_38,local train_eval_summary.json,different_backbone_ablation/ltx_2b/intphys2/attentive/intphys2_probe_temporal_attn_ltx_video_ltxv_2b_0_9_8_distilled_ep90_pat20_h100_lr_matrix/train_eval_summary.json,Full attentive config recovered from local train_eval_summary.json; LR also matches current Excel Selected LR.,True,False,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Attentive,39,39,39,39,VERIFIED_FULL,1e-05,0.01,1.0,1.0,90.0,True,20.0,tokens,,,16.0,1.0,2.0,0.2,,,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_39,local train_eval_summary.json,different_backbone_ablation/ltx_2b/intphys2/attentive/intphys2_probe_temporal_attn_ltx_video_ltxv_2b_0_9_8_distilled_ep90_pat20_h100_lr_matrix/train_eval_summary.json,Full attentive config recovered from local train_eval_summary.json; LR also matches current Excel Selected LR.,True,False,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,1,1,1,noise_1.0_block_7,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_1,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_1.0_block_7/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,2,2,2,noise_1.0_block_14,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_2,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_1.0_block_14/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,3,3,3,noise_1.0_block_21,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_3,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_1.0_block_21/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,4,4,4,noise_1.0_block_28,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_4,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_1.0_block_28/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,5,5,5,noise_0.9_block_7,VERIFIED_FULL,1.1526025292404458e-05,0.0001397075568061,64.0,1024.0,20.0,False,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_5,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.9_block_7/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,6,6,6,noise_0.9_block_14,VERIFIED_FULL,8.200518402245827e-05,3.855073690026178e-08,32.0,1024.0,50.0,False,5.0,pooled,,,,,,,3.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_6,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.9_block_14/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,7,7,7,noise_0.9_block_21,VERIFIED_FULL,0.000982769670991,0.0089468100009794,64.0,1024.0,2000.0,False,5.0,pooled,,,,,,,13.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_7,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.9_block_21/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,8,8,8,noise_0.9_block_28,VERIFIED_FULL,0.0040078267041313,9.332891813013938e-08,64.0,1024.0,20.0,False,5.0,pooled,,,,,,,18.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_8,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.9_block_28/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,9,9,9,noise_0.8_block_7,VERIFIED_FULL,0.0021464035477145,4.294315419725004e-05,64.0,1024.0,50.0,False,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_9,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.8_block_7/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,10,10,10,noise_0.8_block_14,VERIFIED_FULL,3.777589722019716e-05,1.7524045089605142e-05,128.0,1024.0,50.0,False,5.0,pooled,,,,,,,13.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_10,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.8_block_14/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,11,11,11,noise_0.8_block_21,VERIFIED_FULL,0.0004366473592979,1.2856617791467908e-07,32.0,1024.0,50.0,False,5.0,pooled,,,,,,,4.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_11,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.8_block_21/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,12,12,12,noise_0.8_block_28,VERIFIED_FULL,0.0031428808908401,1.879466824163843e-07,256.0,1024.0,100.0,False,5.0,pooled,,,,,,,1.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_12,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.8_block_28/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,13,13,13,noise_0.7_block_7,VERIFIED_FULL,0.0004366473592979,1.2856617791467908e-07,32.0,1024.0,50.0,False,5.0,pooled,,,,,,,4.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_13,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.7_block_7/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,14,14,14,noise_0.7_block_14,VERIFIED_FULL,0.0067331317028666,2.1525409933729087e-05,32.0,1024.0,500.0,False,5.0,pooled,,,,,,,18.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_14,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.7_block_14/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,15,15,15,noise_0.7_block_21,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_15,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.7_block_21/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,16,16,16,noise_0.7_block_28,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,1024.0,2000.0,False,5.0,pooled,,,,,,,0.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_16,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.7_block_28/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-2B,Linear,17,17,17,noise_0.6_block_7,VERIFIED_FULL,0.0031428808908401,1.879466824163843e-07,256.0,1024.0,100.0,False,5.0,pooled,,,,,,,1.0,20.0,intphys2__ltx__ltx_2b_0_9_8_distilled__linear__slot_17,local optuna_summary.json,different_backbone_ablation/ltx_2b/intphys2/linear/intphys2_probe_linear_ltx_video_ltxv_2b_0_9_8_distilled_20260602T175813Z/layer_noise_0.6_block_7/train/optuna_summary.json,Config recovered from local result datastore; existing non-null values were preserved. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
